+-----------+-----------+--------+-------+----------------+-------------+--------+-----------------------------+---------+----------+
| notice_id | addresses | errors | flags | got_no_persons | got_nothing | labels | might_have_unparsed_persons | notices | officers |
|   379674  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   379722  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   379833  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   379941  |     1     |   2    |   5   |                |             |        |                             |         |    2     |
|   380037  |     1     |        |   4   |                |             |        |                             |         |    1     |
|   380058  |     1     |   2    |   4   |                |             |   2    |                             |         |    3     |
|   380081  |           |        |       |       1        |             |        |                             |    1    |          |
|   380107  |     1     |        |   1   |                |             |        |                             |    1    |    1     |
|   380166  |           |        |       |                |             |        |                             |         |    2     |
|   380247  |     1     |        |   1   |       1        |             |        |                             |    1    |          |
|   380324  |           |        |       |                |             |        |                             |         |    1     |
|   380496  |     1     |        |   1   |                |             |        |                             |         |    2     |
|   380566  |           |        |       |       1        |      1      |        |                             |         |          |
|   380582  |     1     |        |       |                |             |        |                             |         |    1     |
|   380593  |           |        |       |                |             |        |                             |         |    1     |
|   380733  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   380906  |     1     |        |   1   |                |             |        |                             |         |    3     |
|   380974  |     1     |   2    |   3   |                |             |   2    |                             |         |    1     |
|   380983  |           |        |   1   |                |             |        |                             |         |    1     |
|   381182  |     1     |        |       |                |             |        |                             |         |    1     |
|   381364  |     1     |        |       |                |             |        |                             |         |    1     |
|   381384  |           |   2    |   1   |                |             |   1    |                             |         |    1     |
|   381473  |           |        |   1   |                |             |        |                             |         |    1     |
|   381494  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   381656  |           |        |   1   |                |             |        |                             |    1    |    8     |
|   381696  |           |        |       |       1        |      1      |        |                             |         |          |
|   381758  |           |        |       |       1        |             |   1    |                             |         |          |
|   381871  |           |        |       |       1        |      1      |        |                             |         |          |
|   381918  |           |        |       |                |             |        |                             |         |    1     |
|   381963  |           |        |       |                |             |        |                             |         |    1     |
|   382096  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   382616  |           |   2    |   6   |                |             |   1    |                             |         |    2     |
|   382711  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   382777  |           |        |   1   |                |             |        |                             |         |    1     |
|   383127  |           |        |       |                |             |        |                             |         |    1     |
|   383224  |           |        |       |                |             |        |                             |         |    2     |
|   383308  |           |        |       |                |             |        |                             |         |    1     |
|   383390  |           |        |       |       1        |      1      |        |                             |         |          |
|   383925  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   383929  |     1     |   1    |   4   |                |             |        |                             |    1    |    2     |
|   383971  |     1     |   3    |   8   |                |             |   2    |                             |         |    3     |
|   384120  |           |        |   3   |                |             |        |                             |    1    |    1     |
|   384270  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   384352  |     1     |        |       |       1        |             |        |                             |         |          |
|   384640  |           |        |       |       1        |      1      |        |                             |         |          |
|   384876  |           |        |       |                |             |        |                             |         |    2     |
|   384932  |           |        |       |                |             |        |                             |         |    1     |
|   385010  |           |   1    |   1   |                |             |        |                             |         |    2     |
|   385057  |     1     |   3    |   2   |                |             |   2    |                             |         |    1     |
|   385171  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   385634  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   385685  |           |        |       |                |             |        |                             |         |    1     |
|   385695  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   385759  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   385790  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   385874  |           |   2    |   1   |                |             |   1    |                             |         |    2     |
|   385942  |           |        |   1   |                |             |        |                             |         |    2     |
|   386074  |           |        |       |                |             |        |                             |         |    2     |
|   386132  |     1     |   1    |   1   |                |             |        |                             |    1    |    2     |
|   386179  |           |        |       |                |             |        |                             |         |    2     |
|   386219  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   386409  |     1     |        |   4   |                |             |        |                             |    1    |    4     |
|   386427  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   386730  |           |        |       |                |             |        |                             |         |    1     |
|   386776  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   386821  |           |        |   1   |       1        |             |        |              1              |         |          |
|   386860  |           |   1    |   1   |                |             |   1    |                             |         |    2     |
|   386939  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   387018  |     1     |        |   2   |                |             |        |                             |    1    |    1     |
|   387049  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   387336  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   387343  |     1     |        |       |                |             |        |                             |         |    1     |
|   387394  |     1     |   1    |   5   |                |             |        |                             |         |    2     |
|   387610  |     1     |        |       |                |             |        |                             |         |    1     |
|   387631  |     1     |        |   4   |                |             |        |                             |         |    2     |
|   387968  |     1     |        |       |                |             |        |                             |         |    4     |
|   387992  |           |        |       |                |             |        |                             |         |    3     |
|   388038  |           |        |   2   |                |             |        |                             |         |    3     |
|   388121  |           |   1    |       |                |             |   1    |                             |         |    1     |
|   388373  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   388418  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   389047  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   389092  |           |        |       |                |             |        |                             |         |    2     |
|   389266  |     1     |   1    |   5   |                |             |        |                             |         |    2     |
|   389409  |           |        |       |       1        |             |   2    |                             |    1    |          |
|   389543  |           |   1    |   1   |       1        |             |        |              1              |         |          |
|   389584  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   389731  |           |   1    |   2   |                |             |        |                             |         |    1     |
|   389911  |     1     |        |   4   |                |             |        |                             |    1    |    2     |
|   390176  |     1     |   4    |   8   |                |             |   2    |                             |         |    2     |
|   390233  |           |        |       |       1        |             |   2    |                             |    1    |          |
|   390369  |     1     |   1    |   2   |                |             |        |                             |         |    2     |
|   390454  |     1     |        |       |       1        |             |        |              1              |         |          |
|   390530  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   390781  |           |        |       |                |             |        |                             |         |    2     |
|   390860  |     1     |        |       |       1        |             |        |                             |         |          |
|   390865  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   390888  |     1     |   3    |   5   |                |             |   2    |                             |         |    1     |
|   390893  |     1     |   1    |   1   |                |             |        |                             |         |    2     |
|   390898  |     1     |   2    |   1   |                |             |   2    |                             |         |    1     |
|   390915  |     1     |        |   2   |       1        |             |        |                             |    1    |    4     |
|   390956  |           |        |       |       1        |      1      |        |                             |         |          |
|   390978  |           |        |       |                |             |        |                             |         |    1     |
|   391102  |           |        |       |       1        |      1      |        |                             |         |          |
|   391116  |           |        |       |       1        |      1      |        |                             |         |          |
|   391130  |     1     |        |       |                |             |        |                             |         |    1     |
|   391169  |     1     |        |       |                |             |        |                             |         |    2     |
|   391625  |           |        |   1   |                |             |        |                             |         |    2     |
|   391628  |           |        |       |                |             |        |                             |         |    2     |
|   391786  |           |        |       |                |             |        |                             |         |    1     |
|   392067  |           |        |       |       1        |      1      |        |                             |         |          |
|   392101  |           |        |       |       1        |      1      |        |                             |         |          |
|   392170  |     1     |        |   1   |                |             |        |              1              |         |    1     |
|   392181  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   392399  |           |        |       |       1        |      1      |        |                             |         |          |
|   392770  |           |        |       |       1        |             |        |                             |    1    |          |
|   392781  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   392858  |           |        |       |       1        |             |   1    |                             |         |          |
|   392860  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   392870  |           |   1    |   1   |                |             |        |                             |         |    3     |
|   392959  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   392974  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   393270  |           |        |       |                |             |        |                             |         |    6     |
|   393435  |     1     |        |   4   |                |             |        |                             |    1    |    1     |
|   393458  |           |        |       |                |             |        |                             |         |    1     |
|   393711  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   393807  |           |        |   1   |                |             |        |                             |         |    2     |
|   393825  |           |        |   1   |       1        |             |        |              1              |         |          |
|   394016  |     1     |        |       |       1        |             |        |                             |    2    |          |
|   394076  |           |        |       |                |             |        |                             |         |    1     |
|   394413  |     1     |        |       |       1        |             |        |              1              |         |          |
|   394721  |           |        |       |                |             |        |                             |         |    1     |
|   394757  |           |        |   1   |                |             |        |                             |         |    1     |
|   394812  |           |        |   1   |                |             |        |                             |         |    3     |
|   394880  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   395045  |     1     |   1    |   4   |                |             |        |                             |         |    3     |
|   395047  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   395187  |     1     |        |   4   |                |             |        |                             |         |    1     |
|   395388  |     1     |        |       |       1        |             |        |                             |    2    |          |
|   395458  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   395496  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   395514  |     1     |        |       |                |             |        |                             |         |    3     |
|   395562  |     1     |        |       |                |             |        |                             |         |    1     |
|   395668  |           |        |       |                |             |        |              1              |         |    2     |
|   395669  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   395697  |           |        |       |       1        |      1      |        |                             |         |          |
|   395885  |     1     |        |   1   |                |             |        |                             |    1    |    1     |
|   395924  |     1     |   1    |   4   |                |             |        |                             |    1    |    3     |
|   396097  |           |        |       |       1        |      1      |        |                             |         |          |
|   396267  |           |        |       |       1        |      1      |        |                             |         |          |
|   396793  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   396858  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   396998  |     1     |        |       |                |             |        |                             |         |    2     |
|   397032  |     1     |   1    |       |                |             |   2    |                             |         |    1     |
|   397136  |           |   1    |   2   |                |             |        |                             |         |    3     |
|   397381  |           |        |       |                |             |        |                             |         |    1     |
|   397661  |           |        |       |                |             |        |                             |         |    1     |
|   397699  |     1     |   1    |   4   |                |             |        |                             |    1    |    1     |
|   397772  |           |   2    |   5   |                |             |        |                             |         |    3     |
|   397776  |           |        |       |       1        |      1      |        |                             |         |          |
|   397821  |     1     |   1    |   1   |                |             |        |                             |         |    2     |
|   397833  |           |   1    |   2   |                |             |        |                             |         |    2     |
|   397896  |     1     |   1    |   1   |                |             |        |                             |         |    2     |
|   398023  |     1     |        |   4   |                |             |        |                             |         |    1     |
|   398206  |     1     |   3    |   3   |                |             |   2    |                             |         |    1     |
|   398245  |           |   1    |       |                |             |        |                             |         |    1     |
|   398453  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   398811  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   398941  |     1     |   1    |   2   |                |             |        |                             |         |    2     |
|   398946  |     1     |   1    |   4   |                |             |        |                             |    2    |    1     |
|   399258  |           |   1    |   1   |                |             |   1    |                             |         |    1     |
|   399409  |     1     |   3    |   3   |                |             |   2    |                             |         |    1     |
|   399522  |     1     |   3    |   3   |                |             |   2    |                             |         |    1     |
|   399702  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   399732  |     1     |        |       |                |             |        |                             |         |    1     |
|   399823  |           |        |   1   |                |             |        |                             |         |    1     |
|   399903  |           |        |       |       1        |      1      |        |                             |         |          |
|   400197  |           |        |       |       1        |      1      |        |                             |         |          |
|   400324  |     1     |        |       |       1        |             |        |                             |    2    |          |
|   400415  |     1     |        |       |                |             |        |                             |    2    |    1     |
|   400431  |           |        |       |                |             |        |                             |         |    2     |
|   400477  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   400556  |     1     |        |       |       1        |             |        |                             |         |          |
|   400606  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   400710  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   400732  |           |        |       |       1        |      1      |        |                             |         |          |
|   400787  |           |        |       |       1        |             |        |                             |    1    |          |
|   401016  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   401039  |           |        |       |                |             |   1    |                             |         |    1     |
|   401081  |           |        |       |                |             |        |                             |         |    1     |
|   401181  |     1     |        |       |                |             |        |                             |         |    2     |
|   401485  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   401701  |     1     |        |       |                |             |        |                             |         |    2     |
|   401779  |           |        |       |       1        |      1      |        |                             |         |          |
|   401786  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   401953  |           |   1    |   2   |                |             |        |                             |         |    2     |
|   402016  |           |        |       |                |             |        |                             |         |    1     |
|   402027  |           |        |       |                |             |        |                             |         |    2     |
|   402060  |     1     |   3    |   2   |                |             |   2    |                             |         |    1     |
|   402089  |     1     |   3    |   3   |                |             |   2    |                             |         |    3     |
|   402171  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   402284  |     1     |   1    |   4   |                |             |        |                             |    1    |    2     |
|   402292  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   402400  |           |        |       |                |             |        |                             |         |    1     |
|   402426  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   402747  |           |        |       |       1        |             |        |                             |    1    |          |
|   402968  |           |        |       |       1        |      1      |        |                             |         |          |
|   403196  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   403556  |     1     |        |       |                |             |        |                             |         |    1     |
|   403954  |           |        |   1   |                |             |        |                             |         |    2     |
|   404063  |           |        |   4   |                |             |        |                             |         |    2     |
|   404069  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   404099  |           |   1    |   3   |                |             |   1    |                             |         |    1     |
|   404140  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   404517  |           |   2    |   6   |                |             |   1    |                             |         |    2     |
|   404549  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   404602  |     1     |        |   3   |                |             |        |                             |    1    |    1     |
|   404651  |     1     |   2    |   5   |                |             |        |                             |    1    |    3     |
|   404681  |           |   1    |   1   |                |             |        |                             |         |    3     |
|   404789  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   404870  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   404986  |           |        |       |                |             |        |                             |         |    1     |
|   405046  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   405224  |           |        |   2   |                |             |        |                             |         |    1     |
|   405255  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   405311  |           |        |       |       1        |      1      |        |                             |         |          |
|   405378  |           |   2    |   4   |                |             |   1    |                             |         |    1     |
|   405625  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   405738  |           |   5    |   14  |                |             |   1    |                             |         |    5     |
|   405881  |           |        |   2   |                |             |        |                             |         |    1     |
|   405938  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   406196  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   406280  |           |        |       |                |             |        |                             |         |    1     |
|   406304  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   406308  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   406385  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   406581  |           |        |       |       1        |      1      |        |                             |         |          |
|   406644  |           |        |       |                |             |        |                             |         |    1     |
|   406704  |     1     |        |       |                |             |        |                             |         |    1     |
|   406793  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   406824  |           |        |   1   |                |             |        |                             |         |    1     |
|   406913  |           |   8    |   14  |                |             |   1    |                             |         |    5     |
|   406972  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   406994  |           |   1    |   2   |                |             |        |                             |         |    1     |
|   407102  |     1     |        |   4   |                |             |        |                             |         |    1     |
|   407106  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   407128  |           |        |       |       1        |             |   1    |                             |         |          |
|   407144  |     1     |        |   1   |                |             |        |                             |    1    |    1     |
|   407239  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   407244  |     1     |        |       |                |             |        |                             |         |    1     |
|   407383  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   407417  |           |        |   1   |       1        |             |        |                             |         |          |
|   407454  |     1     |   4    |   6   |                |             |   2    |              1              |    1    |    3     |
|   407549  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   407628  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   407636  |           |        |       |                |             |        |                             |         |    5     |
|   407780  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   407784  |           |        |       |       1        |             |        |                             |    1    |          |
|   407838  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   407856  |           |   1    |   1   |                |             |        |                             |         |    2     |
|   407872  |           |        |       |                |             |        |                             |         |    1     |
|   408303  |           |        |       |       1        |      1      |        |                             |         |          |
|   408444  |           |   1    |   3   |                |             |   1    |                             |         |    1     |
|   408558  |           |        |   1   |                |             |        |                             |         |    1     |
|   408676  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   408767  |           |        |   2   |                |             |        |                             |         |    4     |
|   408882  |           |   1    |   3   |                |             |   1    |                             |         |    2     |
|   409060  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   409134  |           |        |   1   |                |             |        |                             |         |    2     |
|   409152  |           |        |       |                |             |        |                             |         |    1     |
|   409180  |           |   1    |   1   |                |             |        |                             |         |    2     |
|   409200  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   409446  |     1     |        |       |       1        |             |        |                             |         |          |
|   409559  |           |        |       |       1        |      1      |        |                             |         |          |
|   409596  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   409658  |           |        |   1   |                |             |        |                             |         |    1     |
|   409850  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   409955  |     1     |        |       |       1        |             |        |                             |    2    |          |
|   410011  |           |        |   1   |                |             |        |                             |         |    2     |
|   410081  |           |        |       |       1        |      1      |        |                             |         |          |
|   410118  |     1     |        |       |                |             |        |                             |         |    2     |
|   410129  |     1     |        |   1   |       1        |             |        |                             |         |          |
|   410318  |           |   2    |   3   |                |             |   1    |                             |         |    1     |
|   410464  |           |        |   1   |                |             |        |                             |         |    3     |
|   410506  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   410674  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   410760  |           |        |       |       1        |      1      |        |                             |         |          |
|   411050  |           |        |       |                |             |        |                             |         |    2     |
|   411220  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   411371  |     1     |   1    |   3   |                |             |        |              1              |    1    |    1     |
|   411385  |     1     |        |   1   |                |             |        |                             |         |    2     |
|   411736  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   411745  |     1     |   3    |   5   |                |             |   2    |                             |         |    1     |
|   411748  |           |   1    |   1   |                |             |        |                             |         |    2     |
|   411924  |           |        |       |       1        |      1      |        |                             |         |          |
|   412127  |           |        |   1   |                |             |        |                             |         |    2     |
|   412621  |     1     |        |       |       1        |             |   2    |                             |         |          |
|   412692  |           |        |       |       1        |             |   1    |              1              |         |          |
|   412714  |           |        |   1   |                |             |        |                             |         |    1     |
|   412716  |     1     |        |       |       1        |             |        |                             |         |          |
|   412746  |     1     |   1    |       |                |             |        |                             |    1    |    1     |
|   412834  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   412871  |     1     |        |   3   |                |             |        |                             |    1    |    2     |
|   412924  |           |        |       |       1        |      1      |        |                             |         |          |
|   412925  |     1     |        |       |       1        |             |        |                             |         |          |
|   412927  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   413040  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   413111  |           |        |   3   |                |             |        |                             |         |    1     |
|   413189  |     1     |        |       |       1        |             |        |              1              |    1    |          |
|   413321  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   413658  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   413895  |     1     |        |   3   |                |             |        |                             |    1    |    4     |
|   414441  |     1     |   1    |   4   |                |             |        |                             |    1    |    1     |
|   414515  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   414554  |           |        |   1   |                |             |        |                             |         |    4     |
|   414676  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   414691  |     1     |        |       |                |             |        |                             |         |    1     |
|   414755  |     1     |   2    |   2   |       1        |             |        |              1              |         |          |
|   414784  |     1     |   3    |   5   |                |             |   2    |                             |         |    1     |
|   414824  |     1     |        |   4   |                |             |        |                             |         |    1     |
|   414915  |     1     |   2    |   5   |                |             |   2    |                             |    1    |    1     |
|   415037  |           |        |   1   |                |             |        |                             |         |    2     |
|   415160  |           |        |       |                |             |        |                             |         |    1     |
|   415313  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   415331  |           |        |       |       1        |      1      |        |                             |         |          |
|   415374  |           |   1    |   1   |                |             |   1    |                             |         |    2     |
|   415452  |     1     |   1    |   3   |                |             |        |                             |    1    |    2     |
|   415522  |     1     |   1    |   2   |                |             |        |                             |         |    1     |
|   415532  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   415586  |     1     |   1    |   2   |                |             |        |                             |         |    1     |
|   415634  |     1     |   2    |   2   |                |             |   2    |                             |    1    |    2     |
|   415813  |           |        |       |       1        |      1      |        |                             |         |          |
|   415840  |           |        |       |       1        |             |        |                             |    1    |          |
|   416029  |           |        |       |                |             |        |                             |         |    2     |
|   416043  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   416068  |     1     |        |       |                |             |   2    |                             |         |    2     |
